seq,partition,offset,kafka_ts_ms,t_call_ms
97,1,16,1790342300710,1790342300710.344
98,0,30,1790342300741,1790342300741.023
99,3,31,1790342300773,1790342300773.104
100,1,17,1790342300804,1790342300804.284
101,2,20,1790342300851,1790342300851.09
102,1,18,1790342300882,1790342300882.213
103,0,31,1790342300913,1790342300913.157
104,3,32,1790342300943,1790342300943.855
105,3,33,1790342300990,1790342300990.919
106,2,21,1790342301022,1790342301022.083
107,1,19,1790342301053,1790342301052.794
108,3,34,1790342301085,1790342301085.481
109,1,20,1790342301116,1790342301116.328
110,2,22,1790342301161,1790342301161.904
111,2,23,1790342301193,1790342301193.135
112,3,35,1790342301224,1790342301224.21
113,0,32,1790342301255,1790342301255.627
114,1,21,1790342301287,1790342301287.091
115,1,22,1790342301335,1790342301335.359
116,0,33,1790342301366,1790342301366.618
117,1,23,1790342301398,1790342301398.168
118,2,24,1790342301428,1790342301428.922
119,3,36,1790342301460,1790342301460.615
120,1,24,1790342301506,1790342301506.512
121,0,34,1790342301538,1790342301538.128
122,0,35,1790342301568,1790342301568.697
123,1,25,1790342301600,1790342301600.163
124,0,36,1790342301647,1790342301647.029
125,0,37,1790342301678,1790342301678.636
126,3,37,1790342301709,1790342301709.779
127,1,26,1790342301740,1790342301740.901
128,1,27,1790342301773,1790342301773.316
129,2,25,1790342301819,1790342301819.901
130,0,38,1790342301851,1790342301851.175
131,0,39,1790342301882,1790342301882.354
132,1,28,1790342301913,1790342301913.814
133,3,38,1790342301945,1790342301945.089
134,0,40,1790342301977,1790342301977.178
135,0,41,1790342302024,1790342302024.299
136,0,42,1790342302055,1790342302055.353
137,2,26,1790342302086,1790342302086.949
138,0,43,1790342302118,1790342302118.586
139,2,27,1790342302150,1790342302150.128
140,2,28,1790342302197,1790342302197.671
141,1,29,1790342302228,1790342302228.819
142,3,39,1790342302259,1790342302259.88
143,1,30,1790342302291,1790342302291.202
144,0,44,1790342302322,1790342302322.836
145,0,45,1790342302370,1790342302370.369
146,2,29,1790342302402,1790342302402.37
147,2,30,1790342302433,1790342302433.385
148,2,31,1790342302464,1790342302464.731
149,0,46,1790342302496,1790342302496.462
150,2,32,1790342302542,1790342302542.981
151,2,33,1790342302574,1790342302574.319
152,2,34,1790342302605,1790342302605.374
153,1,31,1790342302636,1790342302636.48
154,0,47,1790342302667,1790342302667.33
155,1,32,1790342302714,1790342302714.518
156,0,48,1790342302745,1790342302745.702
157,3,40,1790342302777,1790342302777.702
158,0,49,1790342302809,1790342302809.703
159,3,41,1790342302841,1790342302841.232
160,3,42,1790342302887,1790342302887.542
161,2,35,1790342302919,1790342302919.578
162,2,36,1790342302950,1790342302950.784
163,1,33,1790342302981,1790342302981.786
164,1,34,1790342303013,1790342303013.787
165,2,37,1790342303060,1790342303060.028
166,3,43,1790342303091,1790342303091.257
167,2,38,1790342303123,1790342303123.144
168,3,44,1790342303154,1790342303154.671
169,0,50,1790342303186,1790342303186.786
170,1,35,1790342303218,1790342303218.711
171,2,39,1790342303265,1790342303265.738
172,3,45,1790342303297,1790342303297.66
173,3,46,1790342303329,1790342303329.665
174,1,36,1790342303360,1790342303360.393
175,2,40,1790342303391,1790342303391.929
176,2,41,1790342303439,1790342303439.021
177,3,47,1790342303469,1790342303469.33
178,3,48,1790342303500,1790342303500.031
179,1,37,1790342303531,1790342303531.713
180,1,38,1790342303563,1790342303563.722
181,0,51,1790342303610,1790342303610.63
182,0,52,1790342303642,1790342303642.499
183,1,39,1790342303673,1790342303673.778
184,3,49,1790342303705,1790342303705.324
185,2,42,1790342303736,1790342303736.874
186,0,53,1790342303783,1790342303783.824
187,3,50,1790342303815,1790342303815.148
188,3,51,1790342303846,1790342303846.488
189,2,43,1790342303877,1790342303877.845
190,0,54,1790342303908,1790342303908.303
191,1,40,1790342303954,1790342303954.485
192,2,44,1790342303987,1790342303987.581
193,3,52,1790342304017,1790342304017.677
194,3,53,1790342304049,1790342304049.259
195,0,55,1790342304095,1790342304095.455
196,0,56,1790342304126,1790342304126.781
197,1,41,1790342304158,1790342304158.505
198,0,57,1790342304189,1790342304189.839
199,0,58,1790342304221,1790342304221.106
200,2,45,1790342304253,1790342304253.167
201,2,46,1790342304301,1790342304301.257
202,2,47,1790342304332,1790342304332.801
203,2,48,1790342304363,1790342304363.603
204,0,59,1790342304394,1790342304394.688
205,0,60,1790342304425,1790342304425.919
206,1,42,1790342304472,1790342304472.376
207,2,49,1790342304503,1790342304503.622
208,1,43,1790342304534,1790342304534.68
209,1,44,1790342304566,1790342304566.257
210,1,45,1790342304597,1790342304597.79
211,3,54,1790342304646,1790342304646.001
212,3,55,1790342304676,1790342304676.001
213,2,50,1790342304706,1790342304706.421
214,0,61,1790342304737,1790342304737.538
215,0,62,1790342304783,1790342304783.194
216,1,46,1790342304813,1790342304813.74
217,2,51,1790342304844,1790342304844.622
218,1,47,1790342304875,1790342304875.447
219,0,63,1790342304921,1790342304921.099
220,2,52,1790342304953,1790342304952.569
221,2,53,1790342304982,1790342304982.958
222,0,64,1790342305014,1790342305014.037
223,3,56,1790342305059,1790342305059.226
224,1,48,1790342305090,1790342305090.667
225,1,49,1790342305121,1790342305121.188
226,0,65,1790342305152,1790342305152.502
227,0,66,1790342305184,1790342305184.322
228,1,50,1790342305231,1790342305231.414
229,2,54,1790342305261,1790342305261.972
230,2,55,1790342305293,1790342305292.432
231,0,67,1790342305323,1790342305323.989
232,3,57,1790342305370,1790342305370.909
233,3,58,1790342305402,1790342305402.913
234,2,56,1790342305434,1790342305434.954
235,0,68,1790342305466,1790342305466.782
236,1,51,1790342305498,1790342305498.148
237,0,69,1790342305529,1790342305529.353
238,1,52,1790342305575,1790342305575.219
239,0,70,1790342305606,1790342305606.581
240,3,59,1790342305638,1790342305638.58
241,2,57,1790342305669,1790342305669.751
242,0,71,1790342305701,1790342305701.448
243,3,60,1790342305747,1790342305747.928
244,2,58,1790342305779,1790342305779.702
245,3,61,1790342305809,1790342305809.698
246,3,62,1790342305841,1790342305841.204
247,2,59,1790342305887,1790342305887.532
248,0,72,1790342305918,1790342305918.956
249,1,53,1790342305950,1790342305950.858
250,1,54,1790342305982,1790342305982.858
251,1,55,1790342306014,1790342306014.046
252,3,63,1790342306061,1790342306061.154
253,3,64,1790342306092,1790342306092.219
254,0,73,1790342306123,1790342306123.665
255,1,56,1790342306154,1790342306154.474
256,1,57,1790342306185,1790342306185.674
257,2,60,1790342306233,1790342306233.108
258,0,74,1790342306264,1790342306264.656
259,0,75,1790342306295,1790342306295.708
260,0,76,1790342306326,1790342306326.931
261,3,65,1790342306358,1790342306358.157
262,0,77,1790342306405,1790342306405.076
263,1,58,1790342306435,1790342306435.913
264,1,59,1790342306467,1790342306467.007
265,2,61,1790342306498,1790342306498.314
266,0,78,1790342306530,1790342306530.275
267,3,66,1790342306576,1790342306576.377
268,1,60,1790342306607,1790342306607.298
269,0,79,1790342306639,1790342306639.3
270,1,61,1790342306670,1790342306670.579
271,3,67,1790342306701,1790342306701.655
272,0,80,1790342306749,1790342306749.294
273,1,62,1790342306780,1790342306780.629
274,3,68,1790342306811,1790342306811.89
275,3,69,1790342306843,1790342306843.495
276,1,63,1790342306875,1790342306875.08
277,3,70,1790342306923,1790342306923.073
278,2,62,1790342306953,1790342306953.849
279,2,63,1790342306984,1790342306984.754
280,0,81,1790342307016,1790342307016.757
281,0,82,1790342307047,1790342307047.884
282,1,64,1790342307094,1790342307094.819
283,1,65,1790342307125,1790342307125.836
284,2,64,1790342307158,1790342307158.009
285,1,66,1790342307188,1790342307188.813
286,0,83,1790342307220,1790342307220.359
287,2,65,1790342307267,1790342307267.37
288,0,84,1790342307298,1790342307298.549
289,3,71,1790342307330,1790342307330.22
290,1,67,1790342307361,1790342307361.781
291,3,72,1790342307393,1790342307393.408
292,3,73,1790342307425,1790342307425.41
293,0,85,1790342307472,1790342307472.499
294,0,86,1790342307504,1790342307504.173
295,0,87,1790342307535,1790342307535.209
296,1,68,1790342307566,1790342307566.806
297,2,66,1790342307598,1790342307598.811
298,0,88,1790342307646,1790342307646.38
299,1,69,1790342307677,1790342307677.38
300,2,67,1790342307708,1790342307708.715
301,3,74,1790342307740,1790342307740.541
302,3,75,1790342307772,1790342307772.065
303,2,68,1790342307819,1790342307819.102
304,0,89,1790342307850,1790342307850.754
305,0,90,1790342307882,1790342307882.683
306,3,76,1790342307913,1790342307913.396
307,1,70,1790342307943,1790342307943.741
308,0,91,1790342307990,1790342307990.357
309,3,77,1790342308021,1790342308021.215
310,3,78,1790342308052,1790342308052.222
311,2,69,1790342308083,1790342308083.412
312,1,71,1790342308129,1790342308129.735
313,2,70,1790342308161,1790342308161.264
314,0,92,1790342308192,1790342308192.808
315,3,79,1790342308223,1790342308223.976
316,2,71,1790342308255,1790342308255.51
317,3,80,1790342308287,1790342308287.117
318,2,72,1790342308334,1790342308334.952
319,0,93,1790342308365,1790342308365.497
320,3,81,1790342308397,1790342308397.529
321,2,73,1790342308429,1790342308429.096
322,3,82,1790342308459,1790342308459.99
323,0,94,1790342308506,1790342308506.17
324,1,72,1790342308538,1790342308538.121
325,1,73,1790342308568,1790342308568.914
326,0,95,1790342308600,1790342308600.935
327,1,74,1790342308632,1790342308632.317
328,0,96,1790342308679,1790342308679.882
329,0,97,1790342308710,1790342308710.642
330,3,83,1790342308741,1790342308741.832
331,1,75,1790342308773,1790342308773.394
332,2,74,1790342308805,1790342308805.355
333,0,98,1790342308852,1790342308852.912
334,3,84,1790342308884,1790342308884.924
335,2,75,1790342308916,1790342308916.362
336,2,76,1790342308947,1790342308947.564
337,2,77,1790342308979,1790342308979.212
338,1,76,1790342309026,1790342309026.113
339,1,77,1790342309057,1790342309057.732
340,1,78,1790342309089,1790342309089.046
341,3,85,1790342309120,1790342309120.534
342,1,79,1790342309151,1790342309151.663
343,2,78,1790342309183,1790342309183.747
344,3,86,1790342309231,1790342309231.067
345,2,79,1790342309262,1790342309262.593
346,3,87,1790342309294,1790342309294.564
347,2,80,1790342309325,1790342309325.462
348,0,99,1790342309356,1790342309356.216
349,1,80,1790342309404,1790342309404.194
350,0,100,1790342309435,1790342309435.386
351,1,81,1790342309467,1790342309467.176
352,2,81,1790342309498,1790342309498.001
353,0,101,1790342309543,1790342309543.58
354,3,88,1790342309575,1790342309575.558
355,2,82,1790342309607,1790342309607.571
356,1,82,1790342309639,1790342309639.641
357,2,83,1790342309669,1790342309669.85
358,3,89,1790342309701,1790342309701.891
359,2,84,1790342309747,1790342309747.906
360,0,102,1790342309778,1790342309778.906
361,2,85,1790342309810,1790342309810.873
362,2,86,1790342309842,1790342309842.927
363,1,83,1790342309874,1790342309874.438
364,3,90,1790342309921,1790342309921.171
365,1,84,1790342309951,1790342309951.837
366,0,103,1790342309983,1790342309983.016
367,0,104,1790342310014,1790342310014.997
368,3,91,1790342310046,1790342310046.42
369,2,87,1790342310093,1790342310093.135
370,1,85,1790342310123,1790342310123.806
371,1,86,1790342310155,1790342310155.329
372,0,105,1790342310186,1790342310186.146
373,1,87,1790342310232,1790342310232.388
374,1,88,1790342310263,1790342310263.951
375,0,106,1790342310295,1790342310295.183
376,0,107,1790342310326,1790342310326.717
377,1,89,1790342310357,1790342310357.886
378,3,92,1790342310404,1790342310404.451
379,3,93,1790342310435,1790342310435.693
380,2,88,1790342310467,1790342310467.2
381,2,89,1790342310498,1790342310498.435
382,1,90,1790342310529,1790342310529.261
383,2,90,1790342310576,1790342310576.704
384,3,94,1790342310607,1790342310607.836
385,1,91,1790342310639,1790342310639.19
386,2,91,1790342310670,1790342310670.749
387,2,92,1790342310701,1790342310701.94
388,1,92,1790342310748,1790342310748.106
389,2,93,1790342310780,1790342310780.218
390,2,94,1790342310811,1790342310811.326
391,3,95,1790342310842,1790342310842.171
392,1,93,1790342310888,1790342310888.176
393,1,94,1790342310919,1790342310919.001
394,2,95,1790342310950,1790342310950.98
395,1,95,1790342310982,1790342310982.019
396,0,108,1790342311014,1790342311014.008
397,2,96,1790342311060,1790342311060.976
398,1,96,1790342311091,1790342311091.866
399,0,109,1790342311123,1790342311123.368
400,3,96,1790342311155,1790342311155.039
401,1,97,1790342311186,1790342311186.863
402,2,97,1790342311219,1790342311219.018
403,3,97,1790342311265,1790342311265.723
404,3,98,1790342311297,1790342311297.354
405,0,110,1790342311328,1790342311328.446
406,1,98,1790342311360,1790342311360.034
407,1,99,1790342311392,1790342311392.066
408,3,99,1790342311439,1790342311439.567
409,2,98,1790342311471,1790342311471.443
410,2,99,1790342311503,1790342311503.08
411,3,100,1790342311534,1790342311534.337
412,0,111,1790342311565,1790342311565.316
413,1,100,1790342311611,1790342311611.831
414,3,101,1790342311642,1790342311642.507
415,2,100,1790342311674,1790342311674.178
416,1,101,1790342311704,1790342311704.894
417,0,112,1790342311736,1790342311736.224
418,1,102,1790342311783,1790342311783.65
419,3,102,1790342311815,1790342311815.744
420,1,103,1790342311847,1790342311847.354
421,3,103,1790342311878,1790342311878.825
422,3,104,1790342311910,1790342311910.378
423,2,101,1790342311956,1790342311956.766
424,3,105,1790342311988,1790342311988.963
425,1,104,1790342312020,1790342312020.087
426,1,105,1790342312050,1790342312050.759
427,3,106,1790342312081,1790342312081.644
428,2,102,1790342312128,1790342312128.02
429,0,113,1790342312159,1790342312159.204
430,1,106,1790342312190,1790342312190.495
431,3,107,1790342312222,1790342312222.231
432,0,114,1790342312253,1790342312253.192
433,1,107,1790342312299,1790342312299.956
434,3,108,1790342312332,1790342312331.133
435,3,109,1790342312362,1790342312362.56
436,3,110,1790342312394,1790342312394.186
437,0,115,1790342312425,1790342312425.347
438,0,116,1790342312473,1790342312473.288
439,0,117,1790342312505,1790342312505.47
440,3,111,1790342312537,1790342312537.864
441,0,118,1790342312568,1790342312568.476
442,1,108,1790342312600,1790342312600.038
443,3,112,1790342312646,1790342312646.827
444,1,109,1790342312678,1790342312678.977
445,3,113,1790342312710,1790342312710.107
446,2,103,1790342312740,1790342312740.968
447,0,119,1790342312772,1790342312772.68
448,2,104,1790342312805,1790342312805.306
449,0,120,1790342312852,1790342312851.739
450,2,105,1790342312882,1790342312882.717
451,3,114,1790342312913,1790342312913.389
452,3,115,1790342312944,1790342312944.67
453,3,116,1790342312991,1790342312991.021
454,1,110,1790342313022,1790342313021.914
455,0,121,1790342313052,1790342313052.76
456,0,122,1790342313083,1790342313083.339
457,3,117,1790342313129,1790342313129.811
458,2,106,1790342313160,1790342313160.772
459,2,107,1790342313192,1790342313192.425
460,2,108,1790342313224,1790342313224.051
461,3,118,1790342313256,1790342313256.144
462,0,123,1790342313302,1790342313302.386
463,1,111,1790342313333,1790342313333.652
464,1,112,1790342313365,1790342313365.4
465,2,109,1790342313395,1790342313395.966
466,2,110,1790342313427,1790342313427.396
467,0,124,1790342313474,1790342313474.253
468,1,113,1790342313505,1790342313505.183
469,3,119,1790342313536,1790342313536.924
470,0,125,1790342313568,1790342313568.491
471,2,111,1790342313599,1790342313599.7
472,0,126,1790342313647,1790342313647.281
473,3,120,1790342313678,1790342313678.814
474,2,112,1790342313710,1790342313710.165
475,3,121,1790342313742,1790342313742.3
476,2,113,1790342313773,1790342313773.619
477,1,114,1790342313805,1790342313805.139
478,3,122,1790342313852,1790342313852.688
479,0,127,1790342313884,1790342313884.682
480,3,123,1790342313916,1790342313916.318
481,1,115,1790342313946,1790342313946.732
482,2,114,1790342313978,1790342313978.418
483,0,128,1790342314025,1790342314025.073
484,3,124,1790342314056,1790342314056.021
485,0,129,1790342314087,1790342314087.143
486,3,125,1790342314118,1790342314118.541
487,3,126,1790342314149,1790342314149.88
488,3,127,1790342314197,1790342314197.369
489,1,116,1790342314228,1790342314228.359
490,2,115,1790342314258,1790342314258.587
491,0,130,1790342314290,1790342314290.005
492,3,128,1790342314321,1790342314321.457
493,0,131,1790342314369,1790342314369.038
494,3,129,1790342314399,1790342314399.934
495,1,117,1790342314431,1790342314431.804
496,0,132,1790342314463,1790342314463.428
497,3,130,1790342314494,1790342314494.768
498,1,118,1790342314542,1790342314542.315
499,2,116,1790342314573,1790342314573.755
500,0,133,1790342314605,1790342314605.756
501,1,119,1790342314637,1790342314637.263
502,1,120,1790342314668,1790342314668.829
503,0,134,1790342314700,1790342314700.826
504,2,117,1790342314748,1790342314748.276
505,1,121,1790342314779,1790342314779.358
506,3,131,1790342314810,1790342314810.009
507,3,132,1790342314840,1790342314840.843
508,3,133,1790342314887,1790342314887.313
509,1,122,1790342314918,1790342314918.823
510,1,123,1790342314950,1790342314950.499
511,2,118,1790342314981,1790342314981.004
512,0,135,1790342315026,1790342315026.461
513,1,124,1790342315057,1790342315057.061
514,0,136,1790342315087,1790342315087.25
515,3,134,1790342315117,1790342315117.448
516,1,125,1790342315163,1790342315163.632
517,3,135,1790342315194,1790342315194.827
518,3,136,1790342315225,1790342315225.273
519,2,119,1790342315255,1790342315255.591
520,3,137,1790342315301,1790342315301.011
521,0,137,1790342315333,1790342315333.145
522,3,138,1790342315364,1790342315364.745
523,3,139,1790342315395,1790342315395.541
524,1,126,1790342315427,1790342315427.933
525,0,138,1790342315459,1790342315459.074
526,3,140,1790342315507,1790342315507.248
527,0,139,1790342315538,1790342315538.777
528,2,120,1790342315570,1790342315570.407
529,3,141,1790342315601,1790342315601.687
530,1,127,1790342315632,1790342315632.835
531,0,140,1790342315679,1790342315679.505
532,2,121,1790342315711,1790342315711.119
533,2,122,1790342315741,1790342315741.911
534,0,141,1790342315772,1790342315772.58
535,0,142,1790342315804,1790342315804.62
536,1,128,1790342315852,1790342315852.438
537,2,123,1790342315883,1790342315883.4
538,3,142,1790342315915,1790342315914.94
539,2,124,1790342315945,1790342315945.538
540,3,143,1790342315991,1790342315991.831
541,0,143,1790342316023,1790342316023.813
542,1,129,1790342316054,1790342316054.376
543,3,144,1790342316085,1790342316085.331
544,3,145,1790342316117,1790342316117.055
545,3,146,1790342316162,1790342316162.308
546,0,144,1790342316194,1790342316194.474
547,2,125,1790342316225,1790342316225.564
548,2,126,1790342316257,1790342316257.611
549,0,145,1790342316288,1790342316288.595
550,0,146,1790342316335,1790342316335.215
551,1,130,1790342316366,1790342316366.819
552,1,131,1790342316397,1790342316397.72
553,0,147,1790342316429,1790342316429.583
554,0,148,1790342316460,1790342316460.038
555,1,132,1790342316507,1790342316507.637
556,1,133,1790342316538,1790342316538.741
557,1,134,1790342316569,1790342316569.341
558,0,149,1790342316600,1790342316600.19
559,1,135,1790342316646,1790342316646.934
560,2,127,1790342316680,1790342316679.381
561,3,147,1790342316710,1790342316710.241
562,2,128,1790342316741,1790342316741.45
563,0,150,1790342316772,1790342316772.636
564,2,129,1790342316819,1790342316819.157
565,2,130,1790342316850,1790342316850.175
566,0,151,1790342316881,1790342316881.092
567,2,131,1790342316911,1790342316911.624
568,2,132,1790342316943,1790342316943.082
569,2,133,1790342316990,1790342316990.006
570,0,152,1790342317021,1790342317021.691
571,3,148,1790342317052,1790342317052.274
572,0,153,1790342317083,1790342317083.137
573,3,149,1790342317129,1790342317129.893
574,0,154,1790342317161,1790342317161.166
575,3,150,1790342317192,1790342317192.532
576,3,151,1790342317223,1790342317223.742
577,1,136,1790342317254,1790342317254.943
578,3,152,1790342317286,1790342317286.986
579,2,134,1790342317332,1790342317332.617
580,2,135,1790342317363,1790342317363.859
581,0,155,1790342317395,1790342317395.184
582,3,153,1790342317427,1790342317427.183
583,0,156,1790342317474,1790342317474.057
584,0,157,1790342317505,1790342317505.591
585,1,137,1790342317536,1790342317536.236
586,3,154,1790342317567,1790342317567.241
587,2,136,1790342317597,1790342317597.64
588,0,158,1790342317645,1790342317645.795
589,2,137,1790342317677,1790342317677.335
590,3,155,1790342317708,1790342317708.849
591,3,156,1790342317739,1790342317739.983
592,3,157,1790342317771,1790342317771.496
593,0,159,1790342317818,1790342317818.255
594,3,158,1790342317849,1790342317849.836
595,1,138,1790342317880,1790342317880.459
596,0,160,1790342317912,1790342317912.422
597,3,159,1790342317943,1790342317943.772
598,0,161,1790342317990,1790342317990.187
599,0,162,1790342318021,1790342318021.431
600,0,163,1790342318052,1790342318052.24
601,1,139,1790342318083,1790342318083.82
602,0,164,1790342318115,1790342318115.218
603,0,165,1790342318161,1790342318161.061
604,0,166,1790342318191,1790342318191.854
605,3,160,1790342318222,1790342318222.99
606,1,140,1790342318255,1790342318255.017
607,0,167,1790342318302,1790342318302.591
608,0,168,1790342318334,1790342318334.072
609,1,141,1790342318365,1790342318365.344
610,3,161,1790342318396,1790342318396.878
611,0,169,1790342318427,1790342318427.913
612,1,142,1790342318459,1790342318459.927
613,3,162,1790342318507,1790342318507.31
614,2,138,1790342318538,1790342318538.378
615,0,170,1790342318570,1790342318570.521
616,1,143,1790342318601,1790342318601.94
617,0,171,1790342318633,1790342318633.752
618,1,144,1790342318679,1790342318679.93
619,3,163,1790342318710,1790342318710.627
620,2,139,1790342318741,1790342318741.687
621,2,140,1790342318772,1790342318772.17
622,3,164,1790342318819,1790342318819.012
623,2,141,1790342318850,1790342318850.047
624,1,145,1790342318880,1790342318880.802
625,0,172,1790342318912,1790342318912.33
626,3,165,1790342318943,1790342318943.073
627,1,146,1790342318989,1790342318989.964
628,0,173,1790342319021,1790342319021.96
629,2,142,1790342319052,1790342319052.975
630,2,143,1790342319084,1790342319084.027
631,1,147,1790342319115,1790342319115.077
632,1,148,1790342319161,1790342319161.207
633,0,174,1790342319192,1790342319192.295
634,2,144,1790342319224,1790342319224.539
635,0,175,1790342319255,1790342319255.579
636,2,145,1790342319287,1790342319287.139
637,1,149,1790342319334,1790342319334.807
638,2,146,1790342319365,1790342319365.731
639,3,166,1790342319397,1790342319397.995
640,0,176,1790342319429,1790342319429.997
641,0,177,1790342319461,1790342319461.536
642,0,178,1790342319507,1790342319507.972
643,2,147,1790342319538,1790342319538.751
644,0,179,1790342319570,1790342319570.803
645,1,150,1790342319601,1790342319601.911
646,0,180,1790342319632,1790342319632.958
647,2,148,1790342319680,1790342319680.039
648,2,149,1790342319712,1790342319712.519
649,0,181,1790342319744,1790342319744.351
650,2,150,1790342319775,1790342319775.432
651,1,151,1790342319806,1790342319806.263
652,2,151,1790342319838,1790342319838.265
653,1,152,1790342319884,1790342319884.811
654,3,167,1790342319916,1790342319916.886
655,2,152,1790342319948,1790342319948.006
656,1,153,1790342319982,1790342319980.098
657,2,153,1790342320026,1790342320026.378
658,2,154,1790342320058,1790342320058.075
659,2,155,1790342320088,1790342320089.0
660,3,168,1790342320121,1790342320121.219
661,2,156,1790342320151,1790342320151.924
662,3,169,1790342320183,1790342320183.062
663,3,170,1790342320230,1790342320230.022
664,3,171,1790342320261,1790342320261.563
665,0,182,1790342320293,1790342320293.591
666,2,157,1790342320324,1790342320324.767
667,3,172,1790342320357,1790342320357.156
668,0,183,1790342320405,1790342320405.265
669,3,173,1790342320436,1790342320436.792
670,0,184,1790342320468,1790342320468.13
671,1,154,1790342320498,1790342320498.42
672,1,155,1790342320529,1790342320529.544
673,0,185,1790342320576,1790342320576.121
674,2,158,1790342320607,1790342320607.256
675,0,186,1790342320638,1790342320638.69
676,3,174,1790342320669,1790342320669.793
677,0,187,1790342320701,1790342320701.429
678,3,175,1790342320748,1790342320748.459
679,0,188,1790342320779,1790342320779.611
680,2,159,1790342320811,1790342320811.289
681,0,189,1790342320842,1790342320842.105
682,2,160,1790342320873,1790342320873.726
683,0,190,1790342320920,1790342320920.794
684,3,176,1790342320951,1790342320951.888
685,0,191,1790342320983,1790342320983.443
686,1,156,1790342321014,1790342321014.999
687,2,161,1790342321046,1790342321046.651
688,1,157,1790342321092,1790342321092.83
689,0,192,1790342321123,1790342321123.611
690,1,158,1790342321154,1790342321154.575
691,0,193,1790342321185,1790342321185.878
692,3,177,1790342321232,1790342321232.52
693,1,159,1790342321264,1790342321264.104
694,1,160,1790342321295,1790342321295.125
695,2,162,1790342321326,1790342321326.162
696,0,194,1790342321356,1790342321356.756
