---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-231157_p1_c1_r3
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-231157_p1_c1_r3\bench_WIX_1.csv | node WIX | group grp_20260923-231157_p1_c1_r3
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   32.4ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  139.1ms | :elbowcough::elbowcough::elbowcough::elb...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   43.2ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   50.1ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   43.1ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   33.1ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.4ms | Happy birthday peanut...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   32.9ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   66.3ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.5ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |   99.8ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   33.9ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   59.7ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   27.6ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   47.2ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   27.0ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   27.3ms | EEEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   43.7ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.7ms | Great song...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   27.1ms | more like codes...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   37.1ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   27.8ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   35.2ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   26.4ms | Woo...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   43.1ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   45.4ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   29.8ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   32.0ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   32.6ms | let's ride...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   59.8ms | muje tu bhi kabhi kabhi lgta pgl ashiqq ...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   34.2ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   28.0ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   41.5ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   26.8ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   44.0ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   60.5ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   33.6ms | did you ask hutch bout his ass tattoo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   50.4ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   60.1ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 56%    |   27.9ms | ILl ALLoW IT...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   53.1ms | late sam...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   30.1ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   33.1ms | He and Gingy and Rogue have been grindin...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   30.2ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   32.1ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   33.8ms | Gingy and Rouge did 20 Hours...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   26.3ms | .......
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   38.7ms | About to go lose all y’all’s money at th...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   27.7ms | GINGY DID 20 HOURS...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   27.6ms | 19 hours...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   33.8ms | got off an hr before u got on...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   33.4ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   52.5ms | hi:_PeanutFire::_PeanutFire:an chat does...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   32.8ms | wait did stream rest a little?...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   31.4ms | Gingys built different...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   50.0ms | Suz :rolling_on_the_floor_laughing::roll...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   28.4ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   31.0ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   29.3ms | CREAM OF SUM YOUNG GUY...
[NEWS/LIVE ] | YouTube  | [Normal]     | 43%    |   43.7ms | Ok how about the poor dig a hole or make...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 79%    |   49.9ms | :_LetsGo::_LetsGo::_LetsGo::_LetsGo::_Le...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   45.9ms | Yes rust will do that to you I haven’t p...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   43.9ms | G ey area lo park chesav ?:baseball-whit...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   37.1ms | Manoj haan:smiling_face_with_tear:...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   31.0ms | hmmmm.hmmm.hmmmm...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   29.1ms | jungian punch...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   36.2ms | Ayeee :smiling_face_with_sunglasses:...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 93%    |   66.1ms | Aha....Don't defame my name by taking my...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   39.3ms | hi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 94%    |   31.0ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   30.3ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   28.6ms | he closed it...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   64.5ms | Oh my god he's already on :rolling_on_th...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   31.4ms | H20 :red_heart:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   26.5ms | h2o...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 90%    |   33.7ms | fuckin delerious LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   31.0ms | Shut the door!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.9ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   29.8ms | h2o no way...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   27.4ms | WE WANT WELYN...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   30.7ms | h2o coool...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   41.4ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   32.2ms | That’s everyone’s childhood...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 35%    |   32.1ms | my OG GOAT GAMER H20!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   40.6ms | :hot_beverage::musical_notes::ok_hand:...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   36.0ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   34.0ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   30.1ms | he is a fucking legend...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   25.8ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   29.2ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   26.7ms | Watch the zone...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   28.0ms | close the gate...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   33.2ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   27.8ms | hit TAB...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   39.0ms | BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.5ms | tab top right...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.9ms | HIT TAB AND LOOK TOP RIGHT...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   31.3ms | must have been the wind...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   33.7ms | !peanuts...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   37.8ms | peanut how late did you stay up last nig...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   30.1ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   49.1ms | Golfing in the rain in FL rn :saluting_f...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 95%    |   44.1ms | Aha...so How much do you charge for suck...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   29.6ms | MAGA...
[NEWS/LIVE ] | YouTube  | [Normal]     | 92%    |   40.8ms | I only help American Citizens :star_stru...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   31.3ms | h20 my kinggg...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   36.5ms | Padathi spelling correct ga chepara firs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   66.6ms | Manoj unko sambhalega kon tum:face_with_...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   38.2ms | se han cargado la fiesta...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   31.7ms | WALL GATE...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   42.1ms | Need to work on research tree...
[MUSIC/CHIL] | YouTube  | [Normal]     | 89%    |   86.8ms | Aha  now don't say that you do everythin...
[NEWS/LIVE ] | YouTube  | [Normal]     | 80%    |   52.6ms | Pete doesnt care what God you support in...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   40.1ms | :camel:...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   36.2ms | DESANTIS 2028...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   41.8ms | fred me ? :thinking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   32.0ms | never leave anything open...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   36.4ms | Hutch and gingy got a air strike...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   34.5ms | Suz is rasem?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   45.7ms | dream sam na :face_with_tears_of_joy:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 81%    |   27.8ms | JUNGIANS...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   32.0ms | what so :briefs::duck:...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   28.1ms | dont do o...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   49.8ms | suz saaanu peru sam :face_with_tears_of_...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   36.9ms | I don't think you can work out even simp...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   27.1ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   34.0ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   25.2ms | MOTION...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   34.2ms | hello you are funny you pinaput...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   35.9ms | do real liars bar with clkzy...
[NEWS/LIVE ] | YouTube  | [Normal]     | 91%    |   38.2ms | that means trump goes to jail for his cr...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   32.7ms | interesting:face-green-smiling:...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   31.3ms | HUTCH HAS AN AIRSTRIKE...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   28.6ms | crack in the box...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   38.8ms | if rust went on sale right now  id buy i...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   31.6ms | it's both :3...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   57.6ms | D same dialogue cheppi force chesthe vac...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   29.1ms | Helf is Welf...
[NEWS/LIVE ] | YouTube  | [Normal]     | 89%    |   36.0ms | you know it's 2026 this world is like la...
[GAMING/SUR] | YouTube  | [Normal]     | 64%    |   34.2ms | Dubl’n up the zyn is sick...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   53.4ms | @snuffy4992 unfortunately a lot of publi...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   32.8ms | omg hes addicted! I love it!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   32.1ms | Tim was doing the wheeel yesterday...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   25.6ms | EAST SIDE...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   32.7ms | :_DrKAOEBonk:...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   27.8ms | ground floor I think...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   36.9ms | @TheBurntPeanut The wheel is down by the...
[GAMING/SUR] | YouTube  | [Normal]     | 85%    |   27.4ms | KEEP GOING DOWN...
[SELF-HELP/] | YouTube  | [Normal]     | 85%    |   27.0ms | remember the bonk...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   26.2ms | I LOVE RUST...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   31.3ms | mercs was on the wheel...
[GAMING/SUR] | YouTube  | [Normal]     | 69%    |   25.9ms | battleShits...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   29.7ms | train car...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   26.2ms | South...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   26.3ms | Lower level...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   32.9ms | HUTCHS WEINER IS OUT...
[SELF-HELP/] | YouTube  | [Normal]     | 92%    |   30.7ms | oh no the bonk continues...
[NEWS/LIVE ] | YouTube  | [Normal]     | 49%    |   37.8ms | that's a yes to feminist:face-green-smil...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   25.6ms | ground level...
[GAMING/SUR] | YouTube  | [Normal]     | 70%    |   41.2ms | It’s at bandit camp...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   70.8ms | 2boys 1 cup:face-green-smiling::face-gre...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   28.4ms | HAPPY TO BE HERE...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   30.8ms | i feel you love to my...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   43.5ms | :people_hugging: :hugging_face: :open_ha...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   53.5ms | Is it possible to have more than one ani...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   30.1ms | These naked bodies crack me up...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.0ms | OG H2O...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   29.2ms | 500 ON RED P~!!...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   26.8ms | No way H20...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   30.7ms | RAINBOW ROAD WOOT WOOT...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   26.7ms | do 3...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   36.9ms | lmfao it's delirious wtf...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   27.8ms | H2O...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   24.5ms | 5...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   26.6ms | 5...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   29.2ms | GRAB H20...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   30.9ms | 10 OR 5 !!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   25.3ms | 10...
[PSYCHOLOGY] | YouTube  | [Normal]     | 92%    |   55.9ms | be careful of the spam  y'all we got our...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   30.1ms | Musalola gola...
[SELF-HELP/] | YouTube  | [Normal]     | 57%    |   36.3ms | no hate as motivation? what is this jedi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   33.3ms | Story competition challu hai kay...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   27.5ms | lmfao...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   30.0ms | Yes it’s him...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   38.2ms | Manoj puri Kahani Samajh aayi...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   25.7ms | 3...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   32.2ms | WERE WINNING BIG THIS TIME...
[GAMING/ESP] | YouTube  | [Normal]     | 95%    |   34.6ms | :skull:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 75%    |   74.0ms | low-key i think dr. k is helping a whole...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   38.1ms | Vani kaise :thinking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   25.0ms | 3...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.2ms | no way h20 is there lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   29.5ms | Invite HJune...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   34.6ms | e amuzat Ai cu termenii...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   29.5ms | HAHAHA...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   33.5ms | lmqo...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   39.1ms | @crowserainance ah thank you...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.8ms | bit.ly/EA_-The-ytlscb-na #ad...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |  109.9ms | :face_with_tears_of_joy::face_with_tears...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   33.1ms | Lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   33.3ms | Misinput...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   31.4ms | h20 ??...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   27.1ms | clip it...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.5ms | usual gambling scene continue!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   37.9ms | :face-green-smiling::face-green-smiling:...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.0ms | LMAO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   26.9ms | HJune...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   29.5ms | what's good peanut...
[PSYCHOLOGY] | YouTube  | [Normal]     | 92%    |   34.1ms | the meditation index is lowkey the best ...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   32.2ms | noooooo Deliriousss...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.0ms | don't swing at people there  lol...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   38.4ms | Can’t loot him it’s in a safe zone...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   42.9ms | shikha basically i don't eat   certainly...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   45.6ms | Never thought I’d see H2O Delirious and ...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   32.1ms | 1/3 have more spaces...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   44.2ms | Daniki chevudu ela vinipisthadi...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   27.4ms | I am food...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.4ms | Hello from Bosnia...
[GAMING/SUR] | YouTube  | [Normal]     | 55%    |   33.5ms | Check the dead guys machine...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   68.9ms | @Dreamon_888 hi   how are you ? :backhan...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.0ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.8ms | lmaaoo...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   32.3ms | blavkjack super rigged on rust...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   26.8ms | shits rigged...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   32.5ms | that was you  not winning...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   29.3ms | it was a 4 bro...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   31.6ms | its called a miscalculation sir...
[SPORTS/FOO] | YouTube  | [Normal]     | 97%    |   29.6ms | this live?...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   31.4ms | LMFAO...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   26.4ms | rigged...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   35.7ms | LMAOOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   27.0ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   27.0ms | It’s rigged...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   34.5ms | hahahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 79%    |   31.9ms | face punch is gooping u...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   45.0ms | ha to question bhi to hone chahiye na...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   44.7ms | Vani busy rhta hu :face_with_hand_over_m...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   39.9ms | :fire::fire:...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   43.5ms | we are sooooooooooooooooo back...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   34.1ms | gonna lose...
[MUSIC/CHIL] | YouTube  | [Normal]     | 70%    |   38.5ms | she is asking do u eat wtf...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   40.3ms | halinkan hindi :pouting_cat:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   38.0ms | hit...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   42.0ms | DO HALF SO YTOU CAN DUBL...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   30.2ms | CHASE...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   38.2ms | Omg hahahahahaha...
[GAMING/ESP] | YouTube  | [Normal]     | 94%    |   33.1ms | :moai:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   31.3ms | wow...
[PSYCHOLOGY] | YouTube  | [Normal]     | 85%    |   30.7ms | called you out...
[MUSIC/CHIL] | YouTube  | [Normal]     | 87%    |  125.1ms | catu sis come on now you take care of yo...
