---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235321_p4_c4_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235321_p4_c4_r1\bench_WIX_1.csv | node WIX | group grp_20260923-235321_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   47.2ms | h20 ??...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.7ms | LMAO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   36.0ms | HJune...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   38.7ms | don't swing at people there  lol...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   60.4ms | 1/3 have more spaces...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   68.7ms | I am food...
[GAMING/SUR] | YouTube  | [Normal]     | 55%    |   66.3ms | Check the dead guys machine...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   65.1ms | lmaaoo...
[SPORTS/FOO] | YouTube  | [Normal]     | 97%    |   62.6ms | this live?...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   41.2ms | hahahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   45.7ms | :fire::fire:...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   78.5ms | we are sooooooooooooooooo back...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   41.6ms | gonna lose...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   60.3ms | halinkan hindi :pouting_cat:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   42.7ms | Omg hahahahahaha...
[PSYCHOLOGY] | YouTube  | [Normal]     | 85%    |   30.5ms | called you out...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   54.1ms | :fire::fire::fire::fire::fire:...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.1ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 72%    |   52.0ms | GET WREAKED...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |  162.3ms | Secret Puzzle Code:(8+0) (4×1) (4) (1+1)...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   57.9ms | Hello dr.k...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   51.2ms | :peanuts: loves gambling...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.0ms | hit...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   72.0ms | HIT...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 60%    |   59.2ms | :_LetsGo:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   89.9ms | Cultivate the skills you need to overcom...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   80.9ms | It certainly is a day today...
[SELF-HELP/] | YouTube  | [Normal]     | 93%    |   63.9ms | very gut thanks man...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   52.7ms | how do i join...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 41%    |   49.0ms | Yes he’s stupid....
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   61.1ms | haa...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   57.8ms | I mean ur kinda trash at blackjack ngl l...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   52.1ms | he wasnt up 500 he just got his scrap ba...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   75.5ms | Praise god he has to leave his house to ...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   53.1ms | complimentary ball check?...
[SELF-HELP/] | YouTube  | [Normal]     | 85%    |   68.0ms | Left handed people slander as usual :_Dr...
[GAMING/SUR] | YouTube  | [Normal]     | 45%    |   90.2ms | being sore losers literally ruined the s...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   85.3ms | india opppp...
[NEWS/LIVE ] | YouTube  | [Normal]     | 88%    |   73.2ms | It was a joke really...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   66.0ms | W...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   41.6ms | E...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   52.9ms | IRON LUNG 2 CONFIRMED?...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   37.1ms | Hi...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   29.7ms | hello...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   49.4ms | hiiiiiii...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   42.7ms | hi...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   41.6ms | hi...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   43.1ms | HIIIIIII MARLKKKKKK...
[ENTERTAINM] | YouTube  | [Normal]     | 89%    |   39.3ms | yoooo...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   86.7ms | MR beast day by day :fire::red_heart:& C...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   54.8ms | lmao...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   45.2ms | More news? is it 4 TIMES? xD...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   32.5ms | love ya bro...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 82%    |   47.9ms | YOO CONGRATSSSSSS OMGGG...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   50.6ms | 500M W...
[PSYCHOLOGY] | YouTube  | [Normal]     | 95%    |   56.9ms | bajs...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   60.5ms | SAY MY NAME...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   65.1ms | best plz give me a iphone plz...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   82.5ms | I can't disagree with irresponsible:cat-...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   46.2ms | Hi...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.5ms | missed a k...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   79.8ms | I think y'all do it....but I've been sub...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   59.3ms | im going to see the movie tomorrow...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   63.6ms | Ayeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 64%    |   75.9ms | CAPTAINSPIDEY HES BEEN PLAYING FOR HOURS...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   67.4ms | OH YEAHHHH...
[GAMING/GAM] | YouTube  | [Normal]     | 48%    |   58.9ms | Da goat....
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   99.8ms | you know what my favorite scene was? THA...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   66.6ms | WE ARE NUMBER ONE...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   54.7ms | good...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   42.8ms | oo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   40.5ms | D mall ki vellavaa ninna:woman_detective...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   29.6ms | 500m...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   91.2ms | CONGRATULATIONS ON TH3 MOVIE MARK I WAT ...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   81.1ms | HIIIIIIIIIII...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   91.2ms | vsannu:body-blue-raised-arms:...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   59.4ms | W...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   54.1ms | Epic...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   44.3ms | Welcome New Member!...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 92%    |   43.2ms | WOWOWOAHAGGAHAHA...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   90.9ms | @Valt-142 it's a sort of yin/yang divine...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   67.1ms | Play with H20 Delirious...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   61.5ms | Hello from SC!...
[GAMING/GAM] | YouTube  | [HATE]       | 50%    |   57.4ms | fax...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   89.5ms | :green_heart::green_heart::green_heart::...
[ENTERTAINM] | YouTube  | [Normal]     | 68%    |   47.8ms | it is lagging...
[GAMING/SUR] | YouTube  | [Normal]     | 79%    |   46.4ms | Blackjack...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   56.2ms | AIRPLAIN...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   62.8ms | hiiiiiiiiii...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   70.6ms | Thanks shoutout to anyone international ...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |  134.2ms | Hutch literally has more hours in this g...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   70.8ms | what is rogue on 30 hours...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   72.7ms | Hiii...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   50.0ms | lighthouse...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   56.6ms | Lighthouse...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   59.6ms | NUMBER ONE MOVIE...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   78.4ms | :red_heart::red_heart::red_heart:...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   65.2ms | HIIIII...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   58.0ms | PLAY THE WHEEL...
[GAMING/GAM] | YouTube  | [Normal]     | 98%    |  289.7ms | :face-blue-smiling::face-blue-smiling::f...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   64.7ms | hiiiiii...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   59.0ms | Lighthouse...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   52.1ms | :red_heart::red_heart::red_heart:...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   56.1ms | helooo...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   67.4ms | LIGHTHOUSEE...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   67.2ms | Mr bean please give me a 10000 dollar...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   59.8ms | mark I really love you...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   45.2ms | DEMOCRACY!...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   44.5ms | omg this was crazy 500mil...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   40.4ms | Vadiki future ekadidi...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   40.5ms | gw dari indo...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 61%    |   51.9ms | your movie was fuckin fire...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   83.9ms | congratulations :confetti_ball:...
[GAMING/GAM] | YouTube  | [Normal]     | 90%    |   45.1ms | When Iron Lung is out of theaters where ...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   38.1ms | oo awesome!!!...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 75%    |   37.3ms | LETS FUCKING GOOOOOOOOOO...
[GAMING/GAM] | YouTube  | [Normal]     | 98%    |  260.9ms | :hands-yellow-heart-red::hands-yellow-he...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   76.0ms | lucky sob...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   71.2ms | hiiiiiii!!!!!!!!!!!!!!...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   66.1ms | LIGHT HOUSEEEEEEEEEEEEE...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   48.8ms | 1...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   65.5ms | BRO STOOD ON A 12 WTF HOW DOES PEANUT GA...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.8ms | spilt...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   59.3ms | it laughed at you...
[GAMING/GAM] | YouTube  | [Normal]     | 83%    |   53.1ms | waste...
[GAMING/GAM] | YouTube  | [Normal]     | 45%    |   94.5ms | ITALYYYY...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   84.3ms | Hi...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   52.7ms | NO...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   59.5ms | mrbeast luv from india...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   42.2ms | 1111111111...
[GAMING/GAM] | YouTube  | [Normal]     | 85%    |   52.6ms | what about africa...
[GAMING/GAM] | YouTube  | [Normal]     | 90%    |   45.6ms | Turkey when...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   34.1ms | portugal!? MY PEOPLE...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |   35.9ms | iphone 16 pro max :wrapped_gift:...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   53.4ms | 1...
[GAMING/ESP] | YouTube  | [Normal]     | 98%    |   74.0ms | lgd gonna be fly high :clapping_hands::c...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   45.0ms | the sound on my second viewing was much ...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   51.7ms | i made a review of your movie!!! i loved...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   45.6ms | Welcome to Member!...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   50.7ms | Welcome to Member!...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   56.1ms | Hi in Türkiye...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   58.3ms | When are we getting the Distractable tou...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |  112.7ms | EXITO:face-red-heart-shape::face-red-hea...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   64.0ms | love you...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   55.2ms | max bet...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   72.5ms | I went to see Iron Lung in theaters with...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   40.6ms | Watching this while doing my BioCalc...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   34.5ms | I’m From Canada...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   39.4ms | Rosa ??...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   38.8ms | First...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   47.0ms | Peanut shows that gambling doesn't pay i...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   35.1ms | all in!...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   78.6ms | LOVE FROM INDIA JIMMY:sparkles::bottle_w...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   58.9ms | lower bet...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   40.4ms | 500 before hutch is back...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   47.7ms | Hi Mark!Love all the streams...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   58.2ms | haven't seen it yet but I'm excited to e...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   47.7ms | 6 7...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   54.7ms | huh I learned something today...
[GAMING/GAM] | YouTube  | [Normal]     | 91%    |   55.3ms | Airplanee...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   99.0ms | dude u can't bet so high every hand afte...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   63.7ms | The surround sound was so good for my th...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   69.9ms | Stay...
[GAMING/SUR] | YouTube  | [Normal]     | 57%    |   61.2ms | now let them win...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   93.9ms | @celestialservicek9s498 omg stay strong ...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   60.1ms | my my study...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   50.0ms | w...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   63.5ms | hello Alok.:waving_hand:...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   45.6ms | Hello...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   45.7ms | hellooou...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   55.5ms | I just got MILKED and I feel so refreshe...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   47.2ms | peanut you are no longer allowed to make...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   41.7ms | 3 of a kind in blackjack???...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   48.7ms | bro...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   56.7ms | Molar...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   69.3ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/GAM] | YouTube  | [Normal]     | 63%    |   53.2ms | AIRPLANE GANG RISE UPPP...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   63.0ms | sar please help me :pleading_face::disap...
[GAMING/GAM] | YouTube  | [Normal]     | 90%    |   69.9ms | LIGHT HOUSE...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 44%    |   54.8ms | Airplane ganggggg...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   85.6ms | that explains why I couldn't hear some t...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   51.1ms | Atmos is...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   64.0ms | Hi mark...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   47.6ms | airplne ok...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   51.6ms | I saw it in two different theatres in di...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   41.9ms | LIGHTHOUSE I WANNA SEE A GUY JORK IT LIK...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   62.8ms | Loved Iron lung!!!!!! ugh best movie eve...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   29.7ms | love you mr beast...
[ENTERTAINM] | YouTube  | [Normal]     | 92%    |   35.5ms | Yeah budy...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   54.7ms | New member...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   62.0ms | мистер бист...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.4ms | lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   44.4ms | Big youtubers are in...
[ENTERTAINM] | YouTube  | [Normal]     | 83%    |   28.7ms | crinnnge...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   40.6ms | .......
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   54.4ms | hello...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   79.6ms | Mrbeast can you give me money please :pl...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   89.8ms | I finally made it to a live but I’m work...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   87.4ms | I just watched from Germany  very nice !...
[GAMING/SUR] | YouTube  | [Normal]     | 49%    |   98.5ms | gingy gonna be mad when she gets back on...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   57.6ms | hi...
[ENTERTAINM] | YouTube  | [Normal]     | 80%    |   97.5ms | GREAT JOB MRBEAST YOUR THE BEST  LOOK JO...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |   86.2ms | Jimmy big fan :heart_suit: $100 please :...
[ENTERTAINM] | YouTube  | [HATE]       | 45%    |   49.8ms | Asian Sticker...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   66.6ms | 500mmm...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   65.5ms | Hi...
[ENTERTAINM] | YouTube  | [Normal]     | 81%    |  288.1ms | mr mrbeast!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   57.5ms | airplane...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   63.3ms | lmfaaaaaaaaaao...
[GAMING/GAM] | YouTube  | [Normal]     | 98%    |   71.2ms | Airplane. :airplane: second tower...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |  110.5ms | :blue_heart::blue_heart::blue_heart::blu...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   81.4ms | @kavya-c9c1j apki shaadi kab hogi...
[SELF-HELP/] | YouTube  | [Normal]     | 75%    |   76.8ms | a life they want for themself...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   45.0ms | hello...
