---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-224113_p1_c1_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-224113_p1_c1_r1\bench_WIX_1.csv | node WIX | group grp_20260923-224113_p1_c1_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
[ENTERTAINM] | YouTube  | [Normal]     | 90%    |   26.2ms | yoo...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   29.7ms | LeBron James...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   40.9ms | уууууууурааааа...
[GAMING/GAM] | YouTube  | [Normal]     | 72%    |   50.0ms | I will rent out a movie theater and put ...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   28.2ms | Yuppp...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   46.0ms | I’m a really big fan of your channel  an...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   25.9ms | q...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   30.5ms | Hello    I am from India...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   49.5ms | Hello from RUSSIA:fire::fire::fire::fire...
[GAMING/GAM] | YouTube  | [Normal]     | 98%    |   44.2ms | :face-orange-biting-nails::face-orange-b...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   41.0ms | GAME NAME IS: DILLON DANIS IS NOT IN THE...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   34.6ms | exit:smiling_face_with_tear:...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   47.4ms | momo:face-blue-smiling::face-blue-smilin...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   29.5ms | STAIRWELL RAILING MOVED...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   29.4ms | Stair rail moved...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   25.3ms | hi...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   46.9ms | Isn't animus the thing in Assassin's Cre...
[GAMING/GAM] | YouTube  | [Normal]     | 87%    |   29.5ms | NOW WE ARE DROWNING...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   28.9ms | Hi mark...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   26.2ms | hi...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   31.2ms | lamp movement in interior?...
[ENTERTAINM] | YouTube  | [Normal]     | 77%    |   32.2ms | PUBG AND FREFIRE...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   26.8ms | 10...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   27.6ms | New member...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   26.5ms | RIP...
[PSYCHOLOGY] | YouTube  | [OFFENSIVE]  | 57%    |   35.6ms | shitting on our copium...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   38.6ms | Did it just make you complete a captcha?...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |  169.4ms | :buffering::stayhome::dothefive::person-...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |  106.9ms | please jimmy give me 10 milion dollar :f...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   30.6ms | Longer catwalk!!...
[GAMING/GAM] | YouTube  | [Normal]     | 78%    |   47.9ms | working in pairs  the blindfolded partne...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   24.7ms | hey...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |  189.9ms | :hand-green-crystal-ball::hand-green-cry...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   48.6ms | evar calls anta ganam :alien_monster::fa...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   35.4ms | hahah.. whoopsie :p...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   26.4ms | H2O...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   31.1ms | :smirking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   26.1ms | 1...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   29.6ms | Na brathuku...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   34.1ms | This stream Brought to your by Kalshi...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   32.0ms | she played for like 20.5 hours...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   34.1ms | LIKE THE STREAM BOIIIS!!...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   29.4ms | how do i join...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   33.7ms | Will be trading in there base at this ra...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |   38.8ms | :hand-pink-waving::hand-pink-waving:...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   27.1ms | gg...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   27.5ms | its me...
[GAMING/GAM] | YouTube  | [Normal]     | 91%    |   25.3ms | w...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   65.9ms | congratulations :clapping_hands::party_p...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   46.9ms | aaron fechter on the other stage Looney ...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   24.7ms | Hi...
[GAMING/GAM] | YouTube  | [HATE]       | 36%    |   36.5ms | So they “won” by charging people more?...
[ENTERTAINM] | YouTube  | [Normal]     | 89%    |   29.9ms | what is your real name...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   26.0ms | BRAZIL PLEASE...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   35.0ms | Iron Lung was a 50 or more out of 10...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   26.7ms | 1...
[ENTERTAINM] | YouTube  | [Normal]     | 90%    |   25.9ms | yoo...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   28.2ms | HIT...
[GAMING/SUR] | YouTube  | [Normal]     | 70%    |   31.6ms | BRO ADDICTED...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   27.4ms | hi mark...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   43.4ms | GINGY IS GOING TO MURDER YOU...
[MUSIC/CHIL] | YouTube  | [Normal]     | 87%    |   43.3ms | aaron fechter people holding butter knif...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   44.9ms | oh he did misspell the title:face_with_t...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   35.5ms | jatsii soch ko bdlo...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   28.8ms | hiii...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   28.2ms | Welcome New Member!...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   25.2ms | Bangladesh...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   32.4ms | obversation...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   39.5ms | MinorSpellingMistake :pensive:...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   31.5ms | Obversation...
[GAMING/GAM] | YouTube  | [Normal]     | 87%    |   28.0ms | no...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   42.8ms | theres a cross on the dock?...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   35.3ms | Please invite me to a video...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   33.8ms | rope moved in stairs!!!...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   28.8ms | NUMBER 1...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   28.9ms | Hii...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   38.6ms | I think you missed the ocean of blood!...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |  164.0ms | :hand-pink-waving::hand-pink-waving::han...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   28.3ms | yes...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   27.8ms | Bangladesh...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   45.9ms | the lantern shadow in intwerior...
[PSYCHOLOGY] | YouTube  | [Normal]     | 95%    |   35.3ms | 67...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   37.8ms | MISSING CAMERA...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   34.3ms | finally my man...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   39.6ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   42.9ms | Peanut on a game I actually play????...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   30.9ms | normal...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   45.7ms | Brooooo peanut on rust again?! Back to b...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   56.3ms | @atomicaxioms which one of your testicle...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   38.8ms | :bell::bell::bell:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   35.4ms | so fkin crazy lmao...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   32.5ms | Hi...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   33.8ms | did rouge sleep?...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   31.4ms | Light house for sure...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   25.0ms | hi...
[ENTERTAINM] | YouTube  | [Normal]     | 89%    |   34.2ms | YOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   26.6ms | split...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   31.4ms | After this win be done lol...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   53.3ms | my showing this evening the audio was a ...
[ENTERTAINM] | YouTube  | [Normal]     | 98%    |   32.8ms | :planet-orange-purple-ring:...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   43.6ms | that explains why I couldn't hear some t...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   93.9ms | Love you mrbeast Love you mrbeastLove yo...
[ENTERTAINM] | YouTube  | [Normal]     | 92%    |   35.2ms | but you hit 13Million views...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   36.3ms | gonna try to see it for a second time to...
[SELF-HELP/] | YouTube  | [Normal]     | 64%    |   49.5ms | he has tangible evidence of the hate tho...
[GAMING/GAM] | YouTube  | [Normal]     | 90%    |   38.8ms | Hey it was a good fight us airplanes wil...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   28.3ms | obversation...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   31.8ms | MOST PPL DIDNT EVEN NOTICE...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   35.3ms | intruder? how did he get in? intruder wi...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   64.5ms | My biggest dream is to take my whole fam...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   31.2ms | MARK THE STAIRS ARE UNDULATING...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   34.6ms | abundance mindset seems important...
[ENTERTAINM] | YouTube  | [Normal]     | 90%    |   32.9ms | hay mr beast...
[GAMING/GAM] | YouTube  | [Normal]     | 76%    |   29.2ms | LAME...
[GAMING/GAM] | YouTube  | [Normal]     | 88%    |   48.0ms | I love observation duty but does anyone ...
[GAMING/GAM] | YouTube  | [Normal]     | 87%    |   38.9ms | If I just don’t refresh then it’s fine...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   30.1ms | Title of the live is an anomaly...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   30.1ms | hi jimmy. I'm From Bangladesh...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   28.0ms | I believe in you...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 95%    |   88.8ms | this is the worst heli take ive ever see...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   34.1ms | do an age poll...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   26.4ms | avoiding is bad?...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   27.2ms | ITS FINE...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   24.0ms | PICTURE...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   34.0ms | GOD BLESS MY WHITENESS. JOEY AGREES!!...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   26.6ms | 1...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   27.3ms | STAY HOME!...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   26.0ms | hii...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   28.0ms | hi markkkk...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   32.5ms | The railing moved on the stairs!!...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   32.7ms | :elbowcough:...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   30.3ms | Ya casi los 500...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   31.3ms | extra object in lantern !!!...
[GAMING/GAM] | YouTube  | [Normal]     | 73%    |   34.2ms | LEFT OF THE SQAURE...
[ENTERTAINM] | YouTube  | [Normal]     | 90%    |   33.3ms | How the 500 million button looks like?...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   37.0ms | GAS PRICES COME DOWN WHEN MRBEAST HITS 5...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.5ms | No power out not branch out...
[GAMING/GAM] | YouTube  | [Normal]     | 85%    |   30.2ms | DEAD BODY ON CABIN...
[SELF-HELP/] | YouTube  | [Normal]     | 71%    |   31.8ms | it sucks to be too smart...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   29.9ms | YEAAAAHHHH...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   37.5ms | @andreicionescu giggity giggity...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   30.8ms | iron lung merch?...
[GAMING/GAM] | YouTube  | [Normal]     | 92%    |   25.6ms | yeah...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   29.5ms | market plier...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   25.1ms | PEANUT...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   33.0ms | BLACK FATIGUE EVEN HIS PARENTS...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   46.8ms | wait extra donuts???...
[RELATIONSH] | Twitch   | [Normal]     | 93%    |   33.5ms | OOOO...
[RELATIONSH] | Twitch   | [Normal]     | 93%    |   28.3ms | Jammies...
[RELATIONSH] | Twitch   | [Normal]     | 93%    |   29.9ms | Jammies...
[RELATIONSH] | Twitch   | [Normal]     | 94%    |   26.0ms | o7...
[RELATIONSH] | Twitch   | [Normal]     | 89%    |   26.7ms | Sure confused...
[ENTERTAINM] | Twitch   | [Normal]     | 93%    |   25.6ms | YES...
[RELATIONSH] | Twitch   | [Normal]     | 95%    |   68.7ms | monkaLaugh uh oh monkaLaugh uh oh monkaL...
[ENTERTAINM] | Twitch   | [Normal]     | 88%    |   27.7ms | scam...
[GAMING/CO‑] | Twitch   | [Normal]     | 89%    |   37.5ms | Do you have a gimp mask for him tho?...
